,years ma,Arthropoda,Brachiopoda,Foraminifera,Echinodermata,Porifera,Chordata,Mollusca,Bryozoa,Cnidaria,Hyolitha,Problematica,Agmata,Priapulida,Hemichordata,Annelida,Rhodophyta,Lophotrochozoa,Chlorophyta,Cyanobacteria,Ciliophora,Haptophyta,Radiolaria,Lycopodophyta,Bryophyta,Prasinophyta,Onychophora,Lycophyta,Chaetognatha,Proarticulata,Psilophytophyta,Thallophyta,Zosterophyllophyta,Pteridophyta,Tracheophyta,Pinophyta,Coniferophyta,Gymnospermophyta,Ginkgophyta,Lycopodiophyta,Pteridospermophyta,Sphenophyta,Equisetophyta,Angiospermae,Peltaspermophyta,Ochrophyta,Cycadophyta,Spermatophyta,Aneurophytophyta,Phaeophyta,Charophyta,Rhizopodea,Cladoxylophyta,Progymnospermophyta,Magnoliophyta,Gnetophyta,Cycadeoideophyta,Filicophyta,Sipuncula,Myzozoa,Isoetophyta,Anthocerophyta,Cercozoa,Vetulicolia,Ctenophora,Entoprocta,Nematoda,Platyhelminthes,Tardigrada
175,176,967,671,403,68,10,254,3360,0,79,0,3,0,0,0,11,0,0,1,1,0,140,974,10,11,0,0,1,0,0,0,0,0,1589,5,488,389,5,715,26,1,11,0,2,41,0,286,0,0,0,0,0,0,0,0,118,2,1,0,0,0,0,0,0,0,0,0,0,0
176,177,967,671,403,68,10,254,3360,0,79,0,3,0,0,0,11,0,0,1,1,0,140,974,10,11,0,0,1,0,0,0,0,0,1589,5,488,389,5,715,26,1,11,0,2,41,0,286,0,0,0,0,0,0,0,0,118,2,1,0,0,0,0,0,0,0,0,0,0,0
177,178,967,671,403,68,10,254,3360,0,79,0,3,0,0,0,11,0,0,1,1,0,140,974,10,11,0,0,1,0,0,0,0,0,1589,5,488,389,5,715,26,1,11,0,2,41,0,286,0,0,0,0,0,0,0,0,118,2,1,0,0,0,0,0,0,0,0,0,0,0
178,179,967,671,403,68,10,254,3360,0,79,0,3,0,0,0,11,0,0,1,1,0,140,974,10,11,0,0,1,0,0,0,0,0,1589,5,488,389,5,715,26,1,11,0,2,41,0,286,0,0,0,0,0,0,0,0,118,2,1,0,0,0,0,0,0,0,0,0,0,0
179,180,967,671,403,68,10,254,3360,0,79,0,3,0,0,0,11,0,0,1,1,0,140,974,10,11,0,0,1,0,0,0,0,0,1589,5,488,389,5,715,26,1,11,0,2,41,0,286,0,0,0,0,0,0,0,0,118,2,1,0,0,0,0,0,0,0,0,0,0,0
180,181,660,555,294,54,10,243,2397,0,71,0,3,0,0,0,6,0,0,1,1,0,29,938,10,11,0,0,1,0,0,0,0,0,1589,5,488,389,5,715,26,1,11,0,2,41,0,286,0,0,0,0,0,0,0,0,118,2,1,0,0,0,0,0,0,0,0,0,0,0
181,182,1468,1006,369,77,11,383,3254,3,84,0,3,0,0,0,72,0,0,7,3,0,4,1238,10,11,0,0,1,0,0,0,0,0,1589,5,489,389,5,715,26,1,11,0,2,41,0,286,0,0,0,0,0,0,0,0,118,2,1,0,0,0,0,0,0,0,0,0,0,0
182,183,478,1949,410,109,49,244,6601,0,235,0,4,0,0,0,17,2,0,9,4,0,0,2628,7,9,0,0,1,0,0,0,0,0,1508,6,456,393,3,695,22,1,10,0,2,34,0,261,0,0,0,0,0,0,0,0,113,1,1,0,0,0,0,0,0,0,0,0,0,0
183,184,478,1949,410,109,49,244,6601,0,235,0,4,0,0,0,17,2,0,9,4,0,0,2628,7,9,0,0,1,0,0,0,0,0,1508,6,456,393,3,695,22,1,10,0,2,34,0,261,0,0,0,0,0,0,0,0,113,1,1,0,0,0,0,0,0,0,0,0,0,0
184,185,478,1949,410,109,49,244,6729,0,235,0,4,0,0,0,17,2,0,9,4,0,0,2628,7,9,0,0,1,0,0,0,0,0,1508,6,456,393,3,695,22,1,10,0,2,34,0,261,0,0,0,0,0,0,0,0,113,1,1,0,0,0,0,0,0,0,0,0,0,0
185,186,478,1949,410,109,49,244,6657,0,235,0,4,0,0,0,17,2,0,9,4,0,0,2628,7,9,0,0,1,0,0,0,0,0,1508,6,456,393,3,695,22,1,10,0,2,34,0,261,0,0,0,0,0,0,0,0,113,1,1,0,0,0,0,0,0,0,0,0,0,0
186,187,478,1949,410,110,49,244,6748,0,235,0,4,0,0,0,17,2,0,9,4,0,0,2628,7,9,0,0,1,0,0,0,0,0,1508,6,456,393,3,695,22,1,10,0,2,34,0,261,0,0,0,0,0,0,0,0,113,1,1,0,0,0,0,0,0,0,0,0,0,0
187,188,478,1949,410,110,49,244,6748,0,235,0,4,0,0,0,17,2,0,9,4,0,0,2628,7,9,0,0,1,0,0,0,0,0,1508,6,456,393,3,695,22,1,10,0,2,34,0,261,0,0,0,0,0,0,0,0,113,1,1,0,0,0,0,0,0,0,0,0,0,0
188,189,478,1949,410,110,49,244,6748,0,235,0,4,0,0,0,17,2,0,9,4,0,0,2628,7,9,0,0,1,0,0,0,0,0,1508,6,456,393,3,695,22,1,10,0,2,34,0,261,0,0,0,0,0,0,0,0,113,1,1,0,0,0,0,0,0,0,0,0,0,0
189,190,233,793,128,74,24,249,3474,0,110,0,6,0,0,1,14,0,0,6,3,0,0,2368,7,9,0,0,1,0,0,0,0,0,1509,6,460,393,3,695,22,1,10,0,2,36,0,262,0,0,0,0,0,0,0,0,113,1,1,0,0,0,0,0,0,0,0,1,0,0
190,191,307,1014,124,98,14,936,3097,0,85,0,3,0,0,1,12,0,0,4,0,0,4,2443,7,7,0,0,4,0,0,0,0,0,1444,4,510,366,7,603,11,1,8,0,2,45,0,264,0,0,0,0,0,0,0,0,107,2,1,0,0,0,0,0,0,0,0,1,0,0
191,192,307,1014,124,98,14,936,3097,0,85,0,3,0,0,1,12,0,0,4,0,0,4,2443,7,7,0,0,4,0,0,0,0,0,1444,4,510,366,7,603,11,1,8,0,2,45,0,264,0,0,0,0,0,0,0,0,107,2,1,0,0,0,0,0,0,0,0,1,0,0
192,193,307,1014,124,98,14,936,3097,0,85,0,3,0,0,1,12,0,0,4,0,0,4,2443,7,7,0,0,4,0,0,0,0,0,1444,4,510,366,7,603,11,1,8,0,2,45,0,264,0,0,0,0,0,0,0,0,107,2,1,0,0,0,0,0,0,0,0,1,0,0
193,194,307,1014,124,98,14,936,3097,0,85,0,3,0,0,1,12,0,0,4,0,0,4,2443,7,7,0,0,4,0,0,0,0,0,1444,4,510,366,7,603,11,1,8,0,2,45,0,264,0,0,0,0,0,0,0,0,107,2,1,0,0,0,0,0,0,0,0,1,0,0
194,195,307,1014,124,98,14,936,3097,0,85,0,3,0,0,1,12,0,0,4,0,0,4,2443,7,7,0,0,4,0,0,0,0,0,1444,4,510,366,7,603,11,1,8,0,2,45,0,264,0,0,0,0,0,0,0,0,107,2,1,0,0,0,0,0,0,0,0,1,0,0
195,196,307,1014,124,98,14,936,3097,0,85,0,3,0,0,1,12,0,0,4,0,0,4,2443,7,7,0,0,4,0,0,0,0,0,1444,4,510,366,7,603,11,1,8,0,2,45,0,264,0,0,0,0,0,0,0,0,107,2,1,0,0,0,0,0,0,0,0,1,0,0
196,197,349,738,96,117,7,1017,2431,2,127,0,0,0,0,0,21,0,0,4,0,0,4,2022,7,7,0,0,4,0,0,0,0,0,1444,4,506,366,7,603,11,1,8,0,2,43,0,263,0,0,0,0,0,0,0,0,107,2,1,0,0,0,0,0,0,0,0,0,0,0
197,198,349,738,96,117,7,1017,2431,2,127,0,0,0,0,0,21,0,0,4,0,0,4,2022,7,7,0,0,4,0,0,0,0,0,1444,4,506,366,7,603,11,1,8,0,2,43,0,263,0,0,0,0,0,0,0,0,107,2,1,0,0,0,0,0,0,0,0,0,0,0
198,199,349,738,96,117,7,1017,2431,2,127,0,0,0,0,0,21,0,0,4,0,0,4,2022,7,7,0,0,4,0,0,0,0,0,1444,4,506,366,7,603,11,1,8,0,2,43,0,263,0,0,0,0,0,0,0,0,107,2,1,0,0,0,0,0,0,0,0,0,0,0
199,200,350,490,103,105,4,979,2020,2,117,0,0,0,0,0,20,0,0,2,0,0,4,1657,7,7,0,0,4,0,0,0,0,0,1373,4,518,367,7,590,11,3,8,0,2,43,0,278,0,0,0,0,0,0,0,0,103,1,2,0,0,0,0,0,0,0,0,0,0,0
200,201,350,490,103,105,4,979,2020,2,117,0,0,0,0,0,20,0,0,2,0,0,4,1657,7,7,0,0,4,0,0,0,0,0,1373,4,518,367,7,590,11,3,8,0,2,43,0,278,0,0,0,0,0,0,0,0,103,1,2,0,0,0,0,0,0,0,0,0,0,0
201,202,252,1132,660,86,216,908,2463,9,777,0,15,0,0,0,16,41,0,58,42,0,0,2399,6,32,0,0,23,0,0,0,0,0,1111,113,504,353,12,347,8,10,3,0,6,179,0,397,0,0,0,0,0,0,0,0,34,25,46,0,0,0,0,0,0,0,0,0,0,0
202,203,252,1132,660,86,216,908,2463,9,777,0,15,0,0,0,16,41,0,58,42,0,0,2399,6,32,0,0,23,0,0,0,0,0,1111,113,504,353,12,347,8,10,3,0,6,179,0,397,0,0,0,0,0,0,0,0,34,25,46,0,0,0,0,0,0,0,0,0,0,0
203,204,252,1132,660,86,216,908,2463,9,777,0,15,0,0,0,16,41,0,58,42,0,0,2399,6,32,0,0,23,0,0,0,0,0,1111,113,504,353,12,347,8,10,3,0,6,179,0,397,0,0,0,0,0,0,0,0,34,25,46,0,0,0,0,0,0,0,0,0,0,0
204,205,252,1132,660,86,216,908,2463,9,777,0,15,0,0,0,16,41,0,58,42,0,0,2399,6,32,0,0,23,0,0,0,0,0,1111,113,504,353,12,347,8,10,3,0,6,179,0,397,0,0,0,0,0,0,0,0,34,25,46,0,0,0,0,0,0,0,0,0,0,0
205,206,269,968,798,182,554,960,2979,21,1005,0,26,0,0,0,25,59,0,91,68,0,0,2617,6,32,0,0,23,0,0,0,0,0,1111,113,504,353,12,347,8,10,3,0,6,179,0,397,0,0,0,0,0,0,0,0,34,25,46,0,0,0,0,0,0,0,0,0,0,0
206,207,269,968,798,182,554,960,2979,21,1005,0,26,0,0,0,25,59,0,91,68,0,0,2617,6,32,0,0,23,0,0,0,0,0,1111,113,504,353,12,347,8,10,3,0,6,179,0,397,0,0,0,0,0,0,0,0,34,25,46,0,0,0,0,0,0,0,0,0,0,0
207,208,269,968,798,182,554,960,2979,21,1005,0,26,0,0,0,25,59,0,91,68,0,0,2617,6,32,0,0,23,0,0,0,0,0,1111,113,504,353,12,347,8,10,3,0,6,179,0,397,0,0,0,0,0,0,0,0,34,25,46,0,0,0,0,0,0,0,0,0,0,0
208,209,221,621,567,207,669,1832,2162,26,761,0,25,0,0,0,36,50,0,81,61,0,0,1498,6,28,0,0,23,0,0,0,0,0,1175,123,517,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,0,0,0,0,0,0,0,0,0,0,0
209,210,221,621,567,207,669,1832,2162,26,761,0,25,0,0,0,36,50,0,81,61,0,0,1498,6,28,0,0,23,0,0,0,0,0,1175,123,517,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,0,0,0,0,0,0,0,0,0,0,0
210,211,221,621,567,207,669,1832,2162,26,761,0,25,0,0,0,36,50,0,81,61,0,0,1498,6,28,0,0,23,0,0,0,0,0,1175,123,517,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,0,0,0,0,0,0,0,0,0,0,0
211,212,209,703,403,128,347,2010,2046,18,548,0,14,0,0,0,29,32,0,48,32,0,0,1442,6,28,0,0,23,0,0,0,0,0,1175,123,518,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,0,0,0,0,0,0,0,0,0,0,0
212,213,209,703,403,128,347,2010,2046,18,548,0,14,0,0,0,29,32,0,48,32,0,0,1442,6,28,0,0,23,0,0,0,0,0,1175,123,518,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,0,0,0,0,0,0,0,0,0,0,0
213,214,209,703,403,128,347,2010,2046,18,548,0,14,0,0,0,29,32,0,48,32,0,0,1442,6,28,0,0,23,0,0,0,0,0,1175,123,518,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,0,0,0,0,0,0,0,0,0,0,0
214,215,209,703,403,128,347,2010,2046,18,548,0,14,0,0,0,29,32,0,48,32,0,0,1442,6,28,0,0,23,0,0,0,0,0,1175,123,518,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,0,0,0,0,0,0,0,0,0,0,0
215,216,204,795,410,145,391,1960,2304,21,768,0,19,0,0,0,30,43,0,49,40,0,0,2620,6,28,0,0,23,0,0,0,0,0,1175,123,517,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,0,0,0,0,0,0,0,0,0,0,0
216,217,204,795,410,145,391,1960,2304,21,768,0,19,0,0,0,30,43,0,49,40,0,0,2620,6,28,0,0,23,0,0,0,0,0,1175,123,517,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,0,0,0,0,0,0,0,0,0,0,0
217,218,204,795,410,145,391,1960,2304,21,768,0,19,0,0,0,30,43,0,49,40,0,0,2620,6,28,0,0,23,0,0,0,0,0,1175,123,517,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,0,0,0,0,0,0,0,0,0,0,0
218,219,204,795,410,145,391,1960,2304,21,768,0,19,0,0,0,30,43,0,49,40,0,0,2620,6,28,0,0,23,0,0,0,0,0,1175,123,517,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,0,0,0,0,0,0,0,0,0,0,0
219,220,204,795,410,145,391,1960,2304,21,768,0,19,0,0,0,30,43,0,49,40,0,0,2620,6,28,0,0,23,0,0,0,0,0,1175,123,517,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,0,0,0,0,0,0,0,0,0,0,0
220,221,204,795,410,145,391,1960,2304,21,768,0,19,0,0,0,30,43,0,49,40,0,0,2620,6,28,0,0,23,0,0,0,0,0,1175,123,517,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,0,0,0,0,0,0,0,0,0,0,0
221,222,214,924,421,121,376,1890,2387,28,525,0,19,0,0,0,28,37,0,51,39,0,0,1604,6,28,0,0,23,0,0,0,0,0,1175,123,517,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,1,0,0,0,0,0,0,0,0,0,0
222,223,214,924,421,121,376,1890,2387,28,525,0,19,0,0,0,28,37,0,51,39,0,0,1604,6,28,0,0,23,0,0,0,0,0,1175,123,517,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,1,0,0,0,0,0,0,0,0,0,0
223,224,214,924,421,121,376,1890,2387,28,525,0,19,0,0,0,28,37,0,51,39,0,0,1604,6,28,0,0,23,0,0,0,0,0,1175,123,517,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,1,0,0,0,0,0,0,0,0,0,0
224,225,214,924,421,121,376,1890,2387,28,525,0,19,0,0,0,28,37,0,51,39,0,0,1604,6,28,0,0,23,0,0,0,0,0,1175,123,517,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,1,0,0,0,0,0,0,0,0,0,0
225,226,214,924,421,121,376,1890,2387,28,525,0,19,0,0,0,28,37,0,51,39,0,0,1604,6,28,0,0,23,0,0,0,0,0,1175,123,517,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,1,0,0,0,0,0,0,0,0,0,0
226,227,214,924,421,121,376,1890,2387,28,525,0,19,0,0,0,28,37,0,51,39,0,0,1604,6,28,0,0,23,0,0,0,0,0,1175,123,517,370,14,341,5,10,3,0,6,172,1,418,0,0,0,2,0,0,0,0,34,26,46,1,0,0,0,0,0,0,0,0,0,0
227,228,239,549,298,253,296,774,1999,51,350,0,47,0,0,0,14,27,0,27,28,0,0,1076,2,47,0,0,22,0,0,0,0,0,963,182,539,333,21,248,7,18,6,0,8,179,1,369,0,0,0,0,0,0,0,0,21,34,46,1,0,0,0,0,0,0,0,0,0,0
228,229,239,549,298,253,296,774,1999,51,350,0,47,0,0,0,14,27,0,27,28,0,0,1076,2,47,0,0,22,0,0,0,0,0,963,182,539,333,21,248,7,18,6,0,8,179,1,369,0,0,0,0,0,0,0,0,21,34,46,1,0,0,0,0,0,0,0,0,0,0
229,230,239,549,298,253,296,774,1999,51,350,0,47,0,0,0,14,27,0,27,28,0,0,1076,2,47,0,0,22,0,0,0,0,0,963,182,539,333,21,248,7,18,6,0,8,179,1,369,0,0,0,0,0,0,0,0,21,34,46,1,0,0,0,0,0,0,0,0,0,0
230,231,239,549,298,253,296,774,1999,51,350,0,47,0,0,0,14,27,0,27,28,0,0,1076,2,47,0,0,22,0,0,0,0,0,963,182,539,333,21,248,7,18,6,0,8,179,1,369,0,0,0,0,0,0,0,0,21,34,46,1,0,0,0,0,0,0,0,0,0,0
231,232,258,507,342,341,406,732,2772,51,458,0,59,0,0,0,15,24,0,36,42,0,0,1271,2,47,0,0,22,0,0,0,0,0,963,182,539,333,22,248,7,18,6,0,8,179,1,369,0,0,0,0,0,0,0,0,21,34,46,0,0,0,0,0,0,0,0,0,0,0
232,233,258,507,342,341,406,732,2772,51,458,0,59,0,0,0,15,24,0,36,42,0,0,1271,2,47,0,0,22,0,0,0,0,0,963,182,539,333,22,248,7,18,6,0,8,179,1,369,0,0,0,0,0,0,0,0,21,34,46,0,0,0,0,0,0,0,0,0,0,0
233,234,258,507,342,341,406,732,2772,51,458,0,59,0,0,0,15,24,0,36,42,0,0,1271,2,47,0,0,22,0,0,0,0,0,963,182,539,333,22,248,7,18,6,0,8,179,1,369,0,0,0,0,0,0,0,0,21,34,46,0,0,0,0,0,0,0,0,0,0,0
234,235,259,427,380,264,266,846,1644,50,333,0,49,0,0,0,14,24,0,31,32,0,0,2113,2,47,0,0,22,0,0,0,0,0,964,182,539,334,21,248,7,18,6,0,8,179,1,369,0,0,0,0,0,0,0,0,21,34,47,0,0,0,0,0,0,0,0,0,0,0
235,236,259,427,380,264,266,846,1644,50,333,0,49,0,0,0,14,24,0,31,32,0,0,2113,2,47,0,0,22,0,0,0,0,0,964,182,539,334,21,248,7,18,6,0,8,179,1,369,0,0,0,0,0,0,0,0,21,34,47,0,0,0,0,0,0,0,0,0,0,0
236,237,593,605,409,178,209,697,1619,14,93,0,38,0,0,0,8,17,4,32,40,0,0,1677,0,3,0,0,20,0,0,0,0,0,251,44,91,108,13,38,8,5,4,0,0,68,0,96,0,0,0,0,0,0,0,0,3,8,28,0,0,0,0,0,0,0,0,0,0,0
237,238,593,605,409,178,209,697,1619,14,93,0,38,0,0,0,8,17,4,32,40,0,0,1677,0,3,0,0,20,0,0,0,0,0,251,44,91,108,13,38,8,5,4,0,0,68,0,96,0,0,0,0,0,0,0,0,3,8,28,0,0,0,0,0,0,0,0,0,0,0
238,239,593,601,409,178,209,697,1619,13,93,0,38,0,0,0,8,17,4,32,40,0,0,1677,0,3,0,0,20,0,0,0,0,0,251,44,91,108,13,38,8,5,4,0,0,68,0,96,0,0,0,0,0,0,0,0,3,8,28,0,0,0,0,0,0,0,0,0,0,0
239,240,593,601,409,178,209,697,1619,13,93,0,38,0,0,0,8,17,4,32,40,0,0,1677,0,3,0,0,20,0,0,0,0,0,251,44,91,108,13,38,8,5,4,0,0,68,0,96,0,0,0,0,0,0,0,0,3,8,28,0,0,0,0,0,0,0,0,0,0,0
240,241,593,601,409,178,209,697,1619,13,93,0,38,0,0,0,8,17,4,32,40,0,0,1677,0,3,0,0,20,0,0,0,0,0,251,44,91,108,13,38,8,5,4,0,0,68,0,96,0,0,0,0,0,0,0,0,3,8,28,0,0,0,0,0,0,0,0,0,0,0
241,242,341,1371,621,352,64,1069,5187,17,135,0,21,0,0,0,63,36,5,67,23,0,0,1519,0,1,0,0,19,0,0,0,0,0,150,31,35,96,56,32,18,2,2,0,0,42,0,70,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0
242,243,341,1371,621,352,64,1069,5187,17,135,0,21,0,0,0,63,36,5,67,23,0,0,1519,0,1,0,0,19,0,0,0,0,0,150,31,35,96,56,32,18,2,2,0,0,42,0,70,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0
243,244,341,1371,621,352,64,1069,5187,17,135,0,21,0,0,0,63,36,5,67,23,0,0,1519,0,1,0,0,19,0,0,0,0,0,150,31,35,96,56,32,18,2,2,0,0,42,0,70,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0
244,245,341,1371,621,352,64,1069,5187,17,135,0,21,0,0,0,63,36,5,67,23,0,0,1519,0,1,0,0,19,0,0,0,0,0,150,31,35,96,56,32,18,2,2,0,0,42,0,70,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0
245,246,341,1371,621,352,64,1069,5187,17,135,0,21,0,0,0,63,36,5,67,23,0,0,1519,0,1,0,0,19,0,0,0,0,0,150,31,35,96,56,32,18,2,2,0,0,42,0,70,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0
246,247,341,1371,621,352,64,1069,5187,17,135,0,21,0,0,0,63,36,5,67,23,0,0,1519,0,1,0,0,19,0,0,0,0,0,150,31,35,96,56,32,18,2,2,0,0,42,0,70,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0
247,248,147,229,137,102,7,698,5110,7,3,0,0,0,0,0,2,0,18,3,1,0,0,138,2,1,0,0,5,0,0,0,0,0,203,15,39,30,25,29,45,1,13,1,8,41,1,49,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
248,249,147,229,137,102,7,698,5110,7,3,0,0,0,0,0,2,0,18,3,1,0,0,138,2,1,0,0,5,0,0,0,0,0,203,15,39,30,25,29,45,1,13,1,8,41,1,49,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
249,250,147,229,137,102,7,698,5110,7,3,0,0,0,0,0,2,0,18,3,1,0,0,138,2,1,0,0,5,0,0,0,0,0,203,15,39,30,25,29,45,1,13,1,8,41,1,49,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
250,251,147,229,137,102,7,698,5110,7,3,0,0,0,0,0,2,0,18,3,1,0,0,138,2,1,0,0,5,0,0,0,0,0,203,15,39,30,25,29,45,1,13,1,8,41,1,49,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
251,252,356,347,165,22,0,608,3174,14,2,0,0,0,0,0,17,1,90,2,1,0,0,78,2,2,0,0,14,0,0,0,0,0,440,15,64,47,68,61,95,1,39,1,12,80,1,58,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
252,253,3007,5670,709,20,301,322,3173,201,337,1,5,0,0,0,4,12,0,47,11,0,0,1544,1,9,0,0,21,0,0,0,0,0,675,31,268,200,201,53,79,10,78,37,1,548,0,171,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
253,254,3007,5670,709,20,301,336,3173,201,337,1,5,0,0,0,4,12,0,47,11,0,0,1544,1,9,0,0,22,0,0,0,0,0,720,33,283,219,201,57,79,11,94,38,1,567,0,172,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
254,255,695,11117,864,141,139,473,4037,806,448,12,4,0,0,0,8,22,0,46,9,0,0,1069,1,15,0,0,35,0,0,0,0,0,1005,43,413,254,176,97,79,15,184,81,3,686,0,270,5,1,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
255,256,695,11117,864,141,139,473,4037,806,448,12,4,0,0,0,8,22,0,46,9,0,0,1069,1,15,0,0,35,0,0,0,0,0,1005,43,413,254,176,97,79,15,184,81,3,686,0,270,5,1,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
256,257,695,11117,864,141,139,473,4037,806,448,12,4,0,0,0,8,22,0,46,9,0,0,1069,1,15,0,0,35,0,0,0,0,0,1005,43,413,254,176,97,79,15,184,81,3,686,0,270,5,1,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
257,258,695,11117,864,141,139,473,4037,806,448,12,4,0,0,0,8,22,0,46,9,0,0,1069,1,15,0,0,35,0,0,0,0,0,1005,43,413,254,176,97,79,15,184,81,3,686,0,270,5,1,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
258,259,681,11114,860,141,135,438,4033,798,447,12,4,0,0,0,8,21,0,45,7,0,0,1069,1,15,0,0,35,0,0,0,0,0,956,43,395,228,168,97,78,15,167,81,3,675,0,269,5,1,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
259,260,267,4419,1448,67,1900,134,1296,669,493,0,11,0,0,0,10,30,0,50,15,0,0,314,11,29,0,0,27,0,0,0,0,0,902,41,398,168,115,112,79,16,132,87,0,728,0,210,8,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
260,261,267,4419,1448,67,1900,134,1296,669,493,0,11,0,0,0,10,30,0,50,15,0,0,314,11,29,0,0,27,0,0,0,0,0,902,41,398,168,115,112,79,16,132,87,0,728,0,210,8,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
261,262,267,4419,1448,67,1900,134,1296,669,493,0,11,0,0,0,10,30,0,50,15,0,0,314,11,29,0,0,27,0,0,0,0,0,902,41,398,168,115,112,79,16,132,87,0,728,0,210,8,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
